1,Royal Bank of Canada,,,2023-10-13 11:00:06,'2023-10-30 12:43:01'),lender_type,asset_specializations,is_land_lender,is_construction_lender,is_commercial_lender
2758,Dwight Powell,,,2023-11-14 19:35:35,'2023-11-14 19:35:35'),Other,general,0,0,0
2759,2258544 Ontario Inc,,,2023-11-14 19:35:35,'2023-11-14 19:35:35'),Other,general,0,0,0
2760,Sam McDadi Investments Inc,,,2023-11-14 19:35:35,'2023-11-14 19:35:35'),Other,general,0,0,0
2761,Eastcote Construction Co Ltd,,,2023-11-14 19:35:35,'2023-11-14 19:35:35'),Major Bank,construction,0,1,0
2762,1724324 Ontario Inc,,,2023-11-14 19:35:35,'2023-11-14 19:35:35'),Other,general,0,0,0
2763,Helene Suedi and 13 other,,,2023-11-14 19:35:37,'2023-11-14 19:35:37'),Other,general,0,0,0
2764,2811132 Ontario Cor,,,2023-11-14 19:35:37,'2023-11-14 19:35:37'),Other,general,0,0,0
2765,Bluebridge Mortgage Investment Cor,,,2023-11-14 19:35:38,'2023-11-14 19:35:38'),Private Lender,residential,0,0,0
2766,1049400 Ontario Inc,,,2023-11-14 19:35:38,'2023-11-14 19:35:38'),Other,general,0,0,0
2767,Escape North Properties Inc,,,2023-11-14 19:35:38,'2023-11-14 19:35:38'),Development Company,general,0,0,0
2768,Peakhill CW Inc,,,2023-11-14 19:35:38,'2023-11-14 19:35:38'),Other,general,0,0,0
2769,1630608 Ontario Inc,,,2023-11-14 19:35:38,'2023-11-14 19:35:38'),Other,general,0,0,0
2770,Landmark Management Inc,,,2023-11-14 19:35:38,'2023-11-14 19:35:38'),Other,land,1,0,0
2771,877534 Ontario Ltd,,,2023-11-14 19:35:39,'2023-11-14 19:35:39'),Major Bank,general,0,0,0
2772,1357202 Ontario Ltd,,,2023-11-14 19:35:40,'2023-11-14 19:35:40'),Major Bank,general,0,0,0
2773,B Butera Land Holdings Ltd,,,2023-11-14 19:35:40,'2023-11-14 19:35:40'),Major Bank,land,1,0,0
2774,P. Rotundo Enterprises Inc,,,2023-11-14 19:35:41,'2023-11-14 19:35:41'),Other,general,0,0,0
2775,Emedel Holding and 9 other,,,2023-11-14 19:35:41,'2023-11-14 19:35:41'),Other,general,0,0,0
2776,2665361 Ontario Inc,,,2023-11-14 19:35:41,'2023-11-14 19:35:41'),Other,general,0,0,0
2777,1009628 Ontario Ltd,,,2023-11-14 19:35:41,'2023-11-14 19:35:41'),Major Bank,general,0,0,0
2778,Pearl Level Investments Inc,,,2023-11-14 19:35:41,'2023-11-14 19:35:41'),Other,general,0,0,0
2779,Foxhollow North Kent Developments Inc,,,2023-11-14 19:35:41,'2023-11-14 19:35:41'),Development Company,general,0,0,0
2780,5039703 Ontario Inc,,,2023-11-14 19:35:41,'2023-11-14 19:35:41'),Other,general,0,0,0
2781,Merit Hill Group Inc,,,2023-11-14 19:35:43,'2023-11-14 19:35:43'),Other,general,0,0,0
2782,JYR Real Capital Mortgage Investment Cor,,,2023-11-14 19:35:44,'2023-11-14 19:35:44'),Private Lender,residential,0,0,0
2783,Cannect International Mortgage Cor,,,2023-11-14 19:35:44,'2023-11-14 19:35:44'),Other,residential,0,0,0
2784,2832275 Ontario Inc,,,2023-11-14 19:35:44,'2023-11-14 19:35:44'),Other,general,0,0,0
2785,Tedlen Holdings Inc,,,2023-11-14 19:35:45,'2023-11-14 19:35:45'),Private Lender,general,0,0,0
2786,832605 Ontario Inc,,,2023-11-14 19:35:45,'2023-11-14 19:35:45'),Other,general,0,0,0
2787,2558090 Ontario Ltd,,,2023-11-14 19:35:45,'2023-11-14 19:35:45'),Major Bank,general,0,0,0
2788,Laurentel Cor,,,2023-11-14 19:35:49,'2023-11-14 19:35:49'),Other,general,0,0,0
2789,L Richmond Cor,,,2023-11-14 19:35:49,'2023-11-14 19:35:49'),Other,general,0,0,0
2790,Green Leaf Financial (V) Limited,,,2023-11-14 19:35:50,'2023-11-14 19:35:50'),Credit Union,general,0,0,0
2791,Green Leaf Special Loans Ltd,,,2023-11-14 19:35:50,'2023-11-14 19:35:50'),Major Bank,general,0,0,0
2792,Green Leaf Financial Innovation Ltd,,,2023-11-14 19:35:50,'2023-11-14 19:35:50'),Major Bank,hospitality,0,0,0
2793,1000130886 Ontario Inc,,,2023-11-14 19:35:51,'2023-11-14 19:35:51'),Other,general,0,0,0
2794,Schott Furniture Ltd,,,2023-11-14 19:35:51,'2023-11-14 19:35:51'),Major Bank,general,0,0,0
2795,2227169 Ontario Ltd,,,2023-11-14 19:35:52,'2023-11-14 19:35:52'),Major Bank,general,0,0,0
2796,5025265 Ontario Inc,,,2023-11-14 19:35:54,'2023-11-14 19:35:54'),Other,general,0,0,0
2797,1000152898 Ontario Inc,,,2023-11-14 19:35:54,'2023-11-14 19:35:54'),Other,general,0,0,0
2798,Hui Investors Corp and 11 other,,,2023-11-14 19:35:54,'2023-11-14 19:35:54'),Other,general,0,0,0
2799,L Regina Construction Ltd,,,2023-11-14 19:35:55,'2023-11-14 19:35:55'),Major Bank,construction,0,1,0
2800,VTAA Holdings Ltd,,,2023-11-14 19:35:57,'2023-11-14 19:35:57'),Major Bank,general,0,0,0
2801,Kopas &amp; Burritt Financial Agents Ltd,,,2023-11-14 19:35:57,'2023-11-14 19:35:57'),Major Bank,general,0,0,0
2802,1998410 Ontario Inc,,,2023-11-17 16:40:29,'2023-11-17 16:40:29'),Other,general,0,0,0
2803,Advanced Mortgage Investment Cor,,,2023-11-17 16:40:29,'2023-11-17 16:40:29'),Private Lender,residential,0,0,0
2804,1407659 Ontario Inc and 6 other,,,2023-11-17 16:40:30,'2023-11-17 16:40:30'),Other,general,0,0,0
2805,100179473 Ontario Inc,,,2023-11-17 16:40:30,'2023-11-17 16:40:30'),Other,general,0,0,0
2806,Arlington Manor St Catharines Inc,,,2023-11-17 16:40:30,'2023-11-17 16:40:30'),Other,general,0,0,0
2807,Albanese &amp; Associates Inc,,,2023-11-17 16:40:30,'2023-11-17 16:40:30'),Other,general,0,0,0
2808,TITE Ltd,,,2023-11-17 16:40:30,'2023-11-17 16:40:30'),Major Bank,general,0,0,0
2809,Arora Consultancy Ltd,,,2023-11-17 16:40:30,'2023-11-17 16:40:30'),Major Bank,general,0,0,0
2810,Mainstreete Credit Union Ltd,,,2023-11-17 16:40:31,'2023-11-17 16:40:31'),Major Bank,commercial,0,0,1
2811,Lucida Consulting Inc,,,2023-11-17 16:40:31,'2023-11-17 16:40:31'),Other,general,0,0,0
2812,2659563 Ontario Inc,,,2023-11-17 16:40:31,'2023-11-17 16:40:31'),Other,general,0,0,0
2813,Brightpath Capital Cor,,,2023-11-17 16:40:31,'2023-11-17 16:40:31'),Private Lender,general,0,0,0
2814,Marcin Bowling Lanes Ltd,,,2023-11-17 16:40:31,'2023-11-17 16:40:31'),Major Bank,general,0,0,0
2815,Dom-Nancy Ltd,,,2023-11-17 16:40:32,'2023-11-17 16:40:32'),Major Bank,general,0,0,0
2816,Lionheart Capital Cor,,,2023-11-17 16:40:32,'2023-11-17 16:40:32'),Private Lender,general,0,0,0
2817,Bankright Financial Ltd,,,2023-11-17 16:40:33,'2023-11-17 16:40:33'),Major Bank,general,0,0,0
2818,2511633 Ontario Ltd,,,2023-11-17 16:40:33,'2023-11-17 16:40:33'),Major Bank,general,0,0,0
2819,Kind Holdings Inc,,,2023-11-17 16:40:34,'2023-11-17 16:40:34'),Private Lender,general,0,0,0
2820,5019203 Ontario Inc,,,2023-11-17 16:40:34,'2023-11-17 16:40:34'),Other,general,0,0,0
2821,Bonaire Golf and country Club Inc,,,2023-11-17 16:40:36,'2023-11-17 16:40:36'),Other,general,0,0,0
2822,W &amp; B Temple Family Enterprises Ltd,,,2023-11-17 16:40:37,'2023-11-17 16:40:37'),Major Bank,general,0,0,0
2823,1113333 Ontario Inc,,,2023-11-17 16:40:37,'2023-11-17 16:40:37'),Other,general,0,0,0
2824,Romi Holdings Inc,,,2023-11-17 16:40:37,'2023-11-17 16:40:37'),Private Lender,general,0,0,0
2825,Mas Capital Investments Inc,,,2023-11-17 16:40:37,'2023-11-17 16:40:37'),Private Lender,general,0,0,0
2826,4 Seasons Trailer and Tent Park Ltd,,,2023-11-17 16:40:38,'2023-11-17 16:40:38'),Major Bank,general,0,0,0
2827,1068911 Ontario Inc,,,2023-11-17 16:40:38,'2023-11-17 16:40:38'),Other,general,0,0,0
2828,M Smilsky Ltd,,,2023-11-17 16:40:38,'2023-11-17 16:40:38'),Major Bank,general,0,0,0
2829,762573 Ontario Inc,,,2023-11-17 16:40:38,'2023-11-17 16:40:38'),Other,general,0,0,0
2830,San Padre Island Resorts Inc,,,2023-11-17 16:40:39,'2023-11-17 16:40:39'),Other,land,1,0,0
2831,1993711 Ontario Inc,,,2023-11-17 16:40:39,'2023-11-17 16:40:39'),Other,general,0,0,0
2832,Highway 77 Truck Service Inc,,,2023-11-17 16:40:39,'2023-11-17 16:40:39'),Other,general,0,0,0
2833,John Custance,,,2023-11-17 16:40:39,'2023-11-17 16:40:39'),Other,general,0,0,0
2834,13723011 Canada Inc,,,2023-11-17 16:40:40,'2023-11-17 16:40:40'),Other,general,0,0,0
2835,811739 Ontario Ltd,,,2023-11-17 16:40:40,'2023-11-17 16:40:40'),Major Bank,general,0,0,0
2836,KGK Patio Flowers Inc,,,2023-11-17 16:40:40,'2023-11-17 16:40:40'),Other,general,0,0,0
2837,1000057571 Ontario Inc,,,2023-11-17 16:40:40,'2023-11-17 16:40:40'),Other,general,0,0,0
2838,All Approved Financial Cor,,,2023-11-17 16:40:40,'2023-11-17 16:40:40'),Credit Union,general,0,0,0
2839,Braebury Homes Cor,braeburyhomes.com,,2023-12-02 14:02:21,'2023-11-17 16:40:41'),Other,general,0,0,0
2840,Napev Construction Ltd,,,2023-11-17 16:40:41,'2023-11-17 16:40:41'),Major Bank,construction,0,1,0
2841,2833346 Ontario Inc,,,2023-11-17 16:40:43,'2023-11-17 16:40:43'),Other,general,0,0,0
2842,Shahnawaz Ali Professional Real Estate Cor,,,2023-11-17 16:40:43,'2023-11-17 16:40:43'),Other,general,0,0,0
2843,Kilcolman Inc,,,2023-11-17 16:40:43,'2023-11-17 16:40:43'),Other,general,0,0,0
2844,440865 Ontario Ltd,,,2023-11-17 16:40:44,'2023-11-17 16:40:44'),Major Bank,general,0,0,0
2845,Aramco Financial Solutions Inc,,,2023-11-17 16:40:44,'2023-11-17 16:40:44'),Credit Union,general,0,0,0
2846,Karla Trading Inc,,,2023-11-17 16:40:45,'2023-11-17 16:40:45'),Other,general,0,0,0
2847,1966705 Ontario Ltd and 6 other,,,2023-11-17 16:40:45,'2023-11-17 16:40:45'),Major Bank,general,0,0,0
2848,FS Newco Ltd,,,2023-11-17 16:40:46,'2023-11-17 16:40:46'),Major Bank,general,0,0,0
2849,Serenia Property Investments Inc,,,2023-11-17 16:40:46,'2023-11-17 16:40:46'),Development Company,general,0,0,0
2850,Credit Valley Steel Products Inc,,,2023-11-17 16:40:47,'2023-11-17 16:40:47'),Other,commercial,0,0,1
2851,George Drost Ltd,,,2023-11-17 16:40:47,'2023-11-17 16:40:47'),Major Bank,general,0,0,0
2852,799316 Ontario Inc,,,2023-11-17 16:40:48,'2023-11-17 16:40:48'),Other,general,0,0,0
2853,Z Stern Holdings Ltd,,,2023-11-17 16:40:48,'2023-11-17 16:40:48'),Major Bank,general,0,0,0
2854,Vincent Kyle Investment &amp; Holding Inc,,,2023-11-17 16:40:49,'2023-11-17 16:40:49'),Other,general,0,0,0
2855,The Corporation of the City of Windsor,,,2023-11-17 16:40:51,'2023-11-17 16:40:51'),Other,general,0,0,0
2856,Puccini Mortgage Cor,,,2023-11-17 16:40:51,'2023-11-17 16:40:51'),Other,residential,0,0,0
2857,Nadine Holding Cor,,,2023-11-17 16:40:51,'2023-11-17 16:40:51'),Other,general,0,0,0
2858,Conputershare Trust Company of Canada,,,2023-11-17 16:40:51,'2023-11-17 16:40:51'),Trust Company,general,0,0,0
2859,BFT Mortgage Investments Cor,,,2023-11-17 16:40:52,'2023-11-17 16:40:52'),Private Lender,residential,0,0,0
2860,1011736 Ontario Inc,,,2023-11-17 16:40:52,'2023-11-17 16:40:52'),Other,general,0,0,0
2861,Northern Birch Credit Union Ltd,,,2023-11-17 16:40:52,'2023-11-17 16:40:52'),Major Bank,commercial,0,0,1
2862,BIP Management Cor,,,2023-11-17 16:40:53,'2023-11-17 16:40:53'),Other,general,0,0,0
2863,Dilvar Construction Ltd,,,2023-11-17 16:40:53,'2023-11-17 16:40:53'),Major Bank,construction,0,1,0
2864,2500113 Ontario Inc,,,2023-11-17 16:40:53,'2023-11-17 16:40:53'),Other,general,0,0,0
2865,Bellanza International Group Inc,,,2023-11-17 16:40:54,'2023-11-17 16:40:54'),Other,general,0,0,0
2866,Briva Finance (Equite) SEC,,,2023-11-17 16:40:54,'2023-11-17 16:40:54'),Other,general,0,0,0
2867,1962890 Ontario Ltd,,,2023-11-17 16:40:54,'2023-11-17 16:40:54'),Major Bank,general,0,0,0
2868,1424079 Ontario Inc,,,2023-11-17 16:40:55,'2023-11-17 16:40:55'),Other,general,0,0,0
2869,2586107 Ontario Inc,,,2023-11-17 16:40:55,'2023-11-17 16:40:55'),Other,general,0,0,0
2870,2848012 Ontario Inc,,,2023-11-17 16:40:55,'2023-11-17 16:40:55'),Other,general,0,0,0
2871,The District of Thunder Bay Social,,,2023-11-17 16:40:55,'2023-11-17 16:40:55'),Other,general,0,0,0
2872,Stonebrook Developments Inc,,,2023-11-17 16:40:55,'2023-11-17 16:40:55'),Development Company,general,0,0,0
2873,Home Hardware Stores Ltd,homehardware.ca,,2023-12-02 14:02:23,'2023-11-17 16:40:56'),Major Bank,general,0,0,0
2874,U-Ok Investments Ltd,,,2023-11-17 16:40:57,'2023-11-17 16:40:57'),Major Bank,general,0,0,0
2875,Wallace &amp; Valerie Watki,,,2023-11-17 16:40:57,'2023-11-17 16:40:57'),Other,general,0,0,0
2876,2244919 Ontario Ltd,,,2023-11-17 16:40:57,'2023-11-17 16:40:57'),Major Bank,general,0,0,0
2877,Lebovic Enterprises Ltd,,,2023-11-17 16:40:58,'2023-11-17 16:40:58'),Major Bank,general,0,0,0
2878,2804647 Ontario Inc,,,2023-11-17 16:40:58,'2023-11-17 16:40:58'),Other,general,0,0,0
2879,2606912 Ontario Ltd,,,2023-11-17 16:40:59,'2023-11-17 16:40:59'),Major Bank,general,0,0,0
2880,Neighbourhood Holding Co Ltd,,,2023-11-17 16:40:59,'2023-11-17 16:40:59'),Major Bank,general,0,0,0
2881,2410085 Ontario Ltd,,,2023-11-17 16:41:00,'2023-11-17 16:41:00'),Major Bank,general,0,0,0
2882,Owemanco Mortgage Holdings Cor,,,2023-11-17 16:41:00,'2023-11-17 16:41:00'),Private Lender,residential,0,0,0
2883,Dofima Investments Inc,,,2023-11-17 16:41:01,'2023-11-17 16:41:01'),Other,general,0,0,0
2884,McNalley Holdings Inc,,,2023-11-17 16:41:02,'2023-11-17 16:41:02'),Private Lender,general,0,0,0
2885,Spap Investments Inc,,,2023-11-17 16:41:02,'2023-11-17 16:41:02'),Other,general,0,0,0
2886,1467768 Ontario Inc,,,2023-11-17 16:41:02,'2023-11-17 16:41:02'),Other,general,0,0,0
2887,2472025 Ontario Inc,,,2023-11-17 16:41:03,'2023-11-17 16:41:03'),Other,general,0,0,0
2888,2830106 Ontario Ltd,,,2023-11-17 16:41:03,'2023-11-17 16:41:03'),Major Bank,general,0,0,0
2889,Ancaster Crown Jewel Inc,,,2023-11-17 16:41:03,'2023-11-17 16:41:03'),Other,general,0,0,0
2890,Vivat Holdings Ltd,,,2023-11-17 16:41:04,'2023-11-17 16:41:04'),Major Bank,general,0,0,0
2891,2324784 Ontario Ltd,,,2023-11-17 16:41:04,'2023-11-17 16:41:04'),Major Bank,general,0,0,0
2892,ECN Inc,ecn.co.za,,2023-12-02 14:02:23,'2023-11-17 16:41:04'),Other,general,0,0,0
2893,Jul-Vin Realty Holdings Ltd,,,2023-11-17 16:41:04,'2023-11-17 16:41:04'),Major Bank,general,0,0,0
2894,2826017 Ontario Inc,,,2023-11-17 16:41:05,'2023-11-17 16:41:05'),Other,general,0,0,0
2895,1648821 Ontario Inc,,,2023-11-17 16:41:06,'2023-11-17 16:41:06'),Other,general,0,0,0
2896,Albamar Holding Company Inc,,,2023-11-17 16:41:06,'2023-11-17 16:41:06'),Other,general,0,0,0
2897,945246 Ontario Inc,,,2023-11-17 16:41:06,'2023-11-17 16:41:06'),Other,general,0,0,0
2898,1967496 Ontario Inc,,,2023-11-17 16:41:07,'2023-11-17 16:41:07'),Other,general,0,0,0
2899,Maj Financial Cor,,,2023-11-17 16:41:07,'2023-11-17 16:41:07'),Credit Union,general,0,0,0
2900,Guardiaregia Developments Inc,,,2023-11-17 16:41:08,'2023-11-17 16:41:08'),Development Company,general,0,0,0
2901,Gui Li Wang,,,2023-11-17 16:41:08,'2023-11-17 16:41:08'),Other,general,0,0,0
2902,New Lodge Manor Cobourg,,,2023-11-17 16:41:08,'2023-11-17 16:41:08'),Other,general,0,0,0
2903,88 Financial Investments Inc,,,2023-11-17 16:41:09,'2023-11-17 16:41:09'),Credit Union,general,0,0,0
2904,2726177 Ontario Inc,,,2023-11-17 16:41:09,'2023-11-17 16:41:09'),Other,general,0,0,0
2905,YDDA Investments Ltd,,,2023-11-17 16:41:10,'2023-11-17 16:41:10'),Major Bank,general,0,0,0
2906,2180491 Ontario Ltd,,,2023-11-17 16:41:10,'2023-11-17 16:41:10'),Major Bank,general,0,0,0
2907,Emmanuel Bible College,,,2023-11-17 16:41:10,'2023-11-17 16:41:10'),Other,general,0,0,0
2908,1000229671 Ontario Inc,,,2023-11-17 16:41:11,'2023-11-17 16:41:11'),Other,general,0,0,0
2909,1410108 Ontario Ltd,,,2023-11-17 16:41:12,'2023-11-17 16:41:12'),Major Bank,general,0,0,0
2910,2824081 Ontario Inc,,,2023-11-17 16:41:12,'2023-11-17 16:41:12'),Other,general,0,0,0
2911,Andre Moncion Holdings Inc,,,2023-11-17 16:41:12,'2023-11-17 16:41:12'),Private Lender,general,0,0,0
2912,SBS Developments Inc,,,2023-11-17 16:41:12,'2023-11-17 16:41:12'),Development Company,general,0,0,0
2913,Titan Mortgage Capital Partners Inc,,,2023-11-17 16:41:13,'2023-11-17 16:41:13'),Private Lender,residential,0,0,0
2914,VWR Captial Cor,,,2023-11-17 16:41:13,'2023-11-17 16:41:13'),Other,general,0,0,0
2915,TDOT Capital Inc,,,2023-11-17 16:41:13,'2023-11-17 16:41:13'),Major Bank,general,0,0,0
2916,1791364 Ontario Inc,,,2023-11-17 16:41:14,'2023-11-17 16:41:14'),Other,general,0,0,0
2917,RR Mortgage &amp; Financial Grou,,,2023-11-17 16:41:16,'2023-11-17 16:41:16'),Credit Union,residential,0,0,0
2918,Singh Petroleum Inc,,,2023-11-17 16:41:16,'2023-11-17 16:41:16'),Other,general,0,0,0
2919,Riverbend Brownstones Inc,,,2023-11-17 16:41:17,'2023-11-17 16:41:17'),Other,general,0,0,0
2920,Hansan Petrol Inc,,,2023-11-17 16:41:18,'2023-11-17 16:41:18'),Other,general,0,0,0
2921,1002063 Ontario Ltd,,,2023-11-17 16:41:19,'2023-11-17 16:41:19'),Major Bank,general,0,0,0
2922,Anasec Holdings Ltd,,,2023-11-17 16:41:19,'2023-11-17 16:41:19'),Major Bank,general,0,0,0
2923,1000158715 Ontario Inc,,,2023-11-17 16:41:19,'2023-11-17 16:41:19'),Other,general,0,0,0
2924,V-Jemms Holdings Inc,,,2023-11-17 16:41:19,'2023-11-17 16:41:19'),Private Lender,general,0,0,0
2925,General Motors Financial of Canada Ltd,,,2023-11-17 16:41:20,'2023-11-17 16:41:20'),Major Bank,general,0,0,0
2926,Kuber Mortgage Investment Cor,,,2023-11-17 16:41:20,'2023-11-17 16:41:20'),Private Lender,residential,0,0,0
2927,WGIG Restructured Bond Cor,,,2023-11-17 16:41:21,'2023-11-17 16:41:21'),Other,general,0,0,0
2928,Belgro Inc,,,2023-11-17 16:41:21,'2023-11-17 16:41:21'),Other,general,0,0,0
2929,IK Enterprises Ltd,,,2023-11-17 16:41:21,'2023-11-17 16:41:21'),Major Bank,general,0,0,0
2930,J &amp; L Picard Holdings Ltd,,,2023-11-17 16:41:22,'2023-11-17 16:41:22'),Major Bank,general,0,0,0
2931,Meteor Mortgage Cor,,,2023-11-17 16:41:23,'2023-11-17 16:41:23'),Other,residential,0,0,0
2932,2161292 Ontario Ltd,,,2023-11-17 16:41:23,'2023-11-17 16:41:23'),Major Bank,general,0,0,0
2933,Cedar Global Capital Inc,,,2023-11-17 16:41:23,'2023-11-17 16:41:23'),Private Lender,general,0,0,0
2934,Neighbourhood Holding Company Ltd,,,2023-11-17 16:41:24,'2023-11-17 16:41:24'),Major Bank,general,0,0,0
2935,2283018 Ontario Inc,,,2023-11-17 16:41:24,'2023-11-17 16:41:24'),Other,general,0,0,0
2936,Grimsby Place Inc,,,2023-11-17 16:41:25,'2023-11-17 16:41:25'),Other,general,0,0,0
2937,Diamond Bridgelend Inc,,,2023-11-17 16:41:25,'2023-11-17 16:41:25'),Other,general,0,0,0
2938,1489752 Ontario Inc,,,2023-11-17 16:41:25,'2023-11-17 16:41:25'),Other,general,0,0,0
2939,Secure Capital Mic Inc,,,2023-11-17 16:41:26,'2023-11-17 16:41:26'),Private Lender,general,0,0,0
2940,1000014641 Ontario Inc,,,2023-11-17 16:41:26,'2023-11-17 16:41:26'),Other,general,0,0,0
2941,Kukan Cor,,,2023-11-17 16:41:27,'2023-11-17 16:41:27'),Other,general,0,0,0
2942,Pocrnic Realty Advisors Inc,,,2023-11-17 16:41:27,'2023-11-17 16:41:27'),Other,general,0,0,0
2943,Maxima Laboratories (Canada) Inc,,,2023-11-17 16:41:28,'2023-11-17 16:41:28'),Other,general,0,0,0
2944,Cameron Stephen Mortgage Capital Ltd,,,2023-11-17 16:41:28,'2023-11-17 16:41:28'),Major Bank,residential,0,0,0
2945,1000125438 Ontario Inc,,,2023-11-17 16:41:28,'2023-11-17 16:41:28'),Other,general,0,0,0
2946,Nottawasaga Community Futures Development Cor,,,2023-11-17 16:41:28,'2023-11-17 16:41:28'),Development Company,general,0,0,0
2947,PACIFIC Inc,,,2023-11-17 16:41:28,'2023-11-17 16:41:28'),Other,general,0,0,0
2948,Lardan Investments Inc,,,2023-11-17 16:41:28,'2023-11-17 16:41:28'),Other,general,0,0,0
2949,Priya Siya Inc,,,2023-11-17 16:41:29,'2023-11-17 16:41:29'),Other,general,0,0,0
2950,1784534 Ontario Ltd,,,2023-11-17 16:41:30,'2023-11-17 16:41:30'),Major Bank,general,0,0,0
2951,J Blackburn Construction Ltd,,,2023-11-17 16:41:31,'2023-11-17 16:41:31'),Major Bank,construction,0,1,0
2952,Fifty Bay Street South Development Ltd,,,2023-11-17 16:41:31,'2023-11-17 16:41:31'),Major Bank,general,0,0,0
2953,Aleksandra &amp; Svetoslav Kuzova,,,2023-11-17 16:41:31,'2023-11-17 16:41:31'),Other,general,0,0,0
2954,Bristlecone Lodge 2016 Inc,,,2023-11-17 16:41:31,'2023-11-17 16:41:31'),Other,general,0,0,0
2955,1639138 Ontario Inc,,,2023-11-17 16:41:31,'2023-11-17 16:41:31'),Other,general,0,0,0
2956,2522223 Ontario Inc,,,2023-11-17 16:41:32,'2023-11-17 16:41:32'),Other,general,0,0,0
2957,Lift Capital Inc and 11 other,,,2023-11-17 16:41:32,'2023-11-17 16:41:32'),Private Lender,general,0,0,0
2958,Sub-Prime Mortgage Corporatio,,,2023-11-17 16:41:32,'2023-11-17 16:41:32'),Other,residential,0,0,0
2959,1732965 Ontario Ltd,,,2023-11-17 16:41:32,'2023-11-17 16:41:32'),Major Bank,general,0,0,0
2960,2356046 Ontario Inc,,,2023-11-17 16:41:32,'2023-11-17 16:41:32'),Other,general,0,0,0
2961,Vintage Properties Ltd,,,2023-11-17 16:41:32,'2023-11-17 16:41:32'),Major Bank,general,0,0,0
2962,2462686 Ontario Inc,,,2023-11-17 16:41:33,'2023-11-17 16:41:33'),Other,general,0,0,0
2963,2041811 Ontario Inc,,,2023-11-17 16:41:33,'2023-11-17 16:41:33'),Other,general,0,0,0
2964,Connect First Credit Union Ltd,,,2023-11-17 16:41:34,'2023-11-17 16:41:34'),Major Bank,commercial,0,0,1
2965,Udvari Investments Inc and 14 other,,,2023-11-17 16:41:35,'2023-11-17 16:41:35'),Other,general,0,0,0
2966,448974 Ontario Ltd,,,2023-11-17 16:41:35,'2023-11-17 16:41:35'),Major Bank,general,0,0,0
2967,Rainy River First Natio,manitourapids.ca,,2023-12-02 14:02:22,'2023-11-17 16:41:35'),Other,general,0,0,0
2968,JM Lahman Mfg Inc,,,2023-11-17 16:41:35,'2023-11-17 16:41:35'),Other,general,0,0,0
2969,1033301 Ontario Inc,,,2023-11-17 16:41:35,'2023-11-17 16:41:35'),Other,general,0,0,0
2970,VC Capital Management (Global) Inc,,,2023-11-17 16:41:36,'2023-11-17 16:41:36'),Private Lender,general,0,0,0
2971,Providence Bay Trailer Park Cor,,,2023-11-17 16:41:36,'2023-11-17 16:41:36'),Other,general,0,0,0
2972,Bagnara Management Cor,bagnara.net,,2023-12-02 14:02:22,'2023-11-17 16:41:37'),Other,general,0,0,0
2973,Totera Meats Ltd,,,2023-11-17 16:41:38,'2023-11-17 16:41:38'),Major Bank,general,0,0,0
2974,296720 Ontario Ltd,,,2023-11-17 16:41:38,'2023-11-17 16:41:38'),Major Bank,general,0,0,0
2975,Taryn Properties Inc,,,2023-11-17 16:41:38,'2023-11-17 16:41:38'),Development Company,general,0,0,0
2976,Angra Investments Ltd,,,2023-11-17 16:41:38,'2023-11-17 16:41:38'),Major Bank,general,0,0,0
2977,2667343 Ontario Inc,,,2023-11-17 16:41:39,'2023-11-17 16:41:39'),Other,general,0,0,0
2978,Pro-M Capital Partners Inc,,,2023-11-17 16:41:39,'2023-11-17 16:41:39'),Private Lender,general,0,0,0
2979,1615831 Ontario Inc,,,2023-11-17 16:41:39,'2023-11-17 16:41:39'),Other,general,0,0,0
