(1,'Canal City Realty Limited','Thorold','Niagara S','','','Serge Anthony Carpino','2023-12-20 16:16:14','2023-12-20 16:16:14'),
(2271,'Century 21 Atria Anita Mui Realty Inc.','Richmond Hill','York Region','anitamui.ca','','Anita Yuk Ying Mui','2023-12-20 17:01:04','2023-12-20 17:01:04'),
(2272,'Century 21 Atria Realty Inc.','Richmond Hill','York Region','century21.ca','','Stephen Gar Yin Chow','2023-12-20 17:01:04','2023-12-20 17:01:04'),
(2273,'Century 21 Heritage Group Ltd.','Richmond Hill','York Region','','','','2024-01-31 12:11:50','2023-12-20 17:01:04'),
(2274,'Con/cept 100 Transcanada Realty Inc','Richmond Hill','York Region','','','Derek W K Wu','2023-12-20 17:01:04','2023-12-20 17:01:04'),
(2275,'Condogo Inc.','Richmond Hill','York Region','condogo.ca','','Karen Miralami','2023-12-20 17:01:04','2023-12-20 17:01:04'),
(2276,'Condowong Real Estate Inc.','Richmond Hill','York Region','condowong.ca','','Christine Chui Shan Lau','2023-12-20 17:01:04','2023-12-20 17:01:04'),
(2277,'Connection Elite Realty Inc.','Richmond Hill','York Region','','','Feng-yuan Chuang','2023-12-20 17:01:04','2023-12-20 17:01:04'),
(2278,'Connex Realty Inc.','Richmond Hill','York Region','','','Lewis Daniel Brewer','2024-01-31 12:11:50','2023-12-20 17:01:04'),
(2279,'Develco Realty Services Limited','Richmond Hill','York Region','','','Margaret Elizabeth Gourlay','2024-01-31 12:11:15','2023-12-20 17:01:04'),
(2280,'Dream Homes Realty Ltd.','Richmond Hill','York Region','','','','2023-12-20 17:01:04','2023-12-20 17:01:04'),
(2281,'Eco Green Homes Realty Inc.','Richmond Hill','York Region','','','Masoud Hanasavha','2023-12-20 17:01:04','2023-12-20 17:01:04'),
(2282,'Ellicott Realty Inc.','Richmond Hill','York Region','ellicottrealty.com','','Anthony J Tropea','2023-12-20 17:01:04','2023-12-20 17:01:04'),
(2283,'Empowered Realty Inc.','Richmond Hill','York Region','kwempowered.com','','Christopher Anthony Patrick Fusco','2023-12-20 17:01:04','2023-12-20 17:01:04'),
(2284,'Enlace Realty Ltd.','Richmond Hill','York Region','','','Eugene Eliseev','2023-12-20 17:01:04','2023-12-20 17:01:04'),
(2285,'Everjoy Realty Inc.','Richmond Hill','York Region','everjoyrealty.com','','Ting He','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2286,'Everland Realty Inc','Richmond Hill','York Region','','','Dong Liu','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2287,'Exp Realty Of Canada Inc','Richmond Hill','York Region','exprealty.net','','Katherine Sara Milian','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2288,'Farlan Realty Inc.','Richmond Hill','York Region','farlanrealty.com','','Farah Langari','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2289,'Fine Homes Realestate Inc.','Richmond Hill','York Region','','','Robert Grin','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2290,'Fjk Real Estate Ltd.','Richmond Hill','York Region','','','Fred J. Klonowski','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2291,'Forest Hill Real Estate Inc','Richmond Hill','York Region','','','','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2292,'Foyers Realty Inc.','Richmond Hill','York Region','','','Seyed-reza Pourseyed','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2293,'Genesis Realty Inc.','Richmond Hill','York Region','genesisrealty.ca','','Tsun-wang Ng','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2294,'Gm Global Real Estate Services Inc.','Richmond Hill','York Region','','','Gideon Margolin','2024-01-31 12:11:50','2023-12-20 17:01:05'),
(2295,'Golden Gates Realty Inc.','Richmond Hill','York Region','oxnarddevelopments.com','','Fatemeh Lajevardi','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2296,'Grace Huang Realty Inc.','Richmond Hill','York Region','royallepage.ca','','Lin Huang','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2297,'Grosman Realty Ltd.','Richmond Hill','York Region','','','Jeffrey Grosman','2024-01-31 12:11:50','2023-12-20 17:01:05'),
(2298,'Gta Life Realty Inc','Richmond Hill','York Region','','','Taehee Rhee','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2299,'Harbour Real Estate Corporation','Richmond Hill','York Region','harbourmarketing.ca','','Yulei Zhang','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2300,'Hc Ccue Realty Brokerage Inc.','Richmond Hill','York Region','','','Amy Leung','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2301,'Hc Realty Group Inc.','Richmond Hill','York Region','hcrealty.ca','','Liang Wang','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2302,'Home Centre Real Estate Inc.','Richmond Hill','York Region','','','Margaret Leung','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2303,'Homeland Real Estate Corp.','Richmond Hill','York Region','barrywang.ca','','Biao Wang','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2304,'Homelife Advance Realty Inc.','Richmond Hill','York Region','','','Frozan Hafizy','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2305,'Homelife Broadway Realty Inc.','Richmond Hill','York Region','','','Selwyn S Lo','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2306,'Homelife Frontier Realty Inc.','Richmond Hill','York Region','hlfrontier.com','','','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2307,'Homelife Golden Palace Realty Inc.','Richmond Hill','York Region','','','Fatemah Naeeni','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2308,'Homelife Inspiration Realty Inc.','Richmond Hill','York Region','','','Bao Jiu Ding','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2309,'Homelife New World Realty Inc','Richmond Hill','York Region','','','','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2310,'Homelife Tjt Realty Inc.','Richmond Hill','York Region','','','Arun Kumar Jain','2024-01-31 12:11:50','2023-12-20 17:01:05'),
(2311,'Homelife/aurora Realty Ltd.','Richmond Hill','York Region','atpgroup.ca','','Angela F. Orsi','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2312,'Homula Inc.','Richmond Hill','York Region','homula.com','','','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2313,'Hope Star Realty Inc.','Richmond Hill','York Region','','','Bing Gao','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2314,'Immi Realty Inc.','Richmond Hill','York Region','immiproperty.com','','Christine Wing Sheung Chan','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2315,'In The 6ix Realty Inc.','Richmond Hill','York Region','','','Christian Noah Oppedisano','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2316,'International Realty Firm Inc.','Richmond Hill','York Region','internationalrealtyfirm.com','','','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2317,'Jdl Realty Inc.','Richmond Hill','York Region','','','Ding Li','2024-01-31 12:11:50','2023-12-20 17:01:05'),
(2318,'Joseph Kreiner Real Estate Limited','Richmond Hill','York Region','','','Heidi A. Kreiner-ley','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2319,'Kevin Lin Realty Inc.','Richmond Hill','York Region','kevinlinhomes.com','','Clement Lin','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2320,'Kings Realty Corporation','Richmond Hill','York Region','','','Christina Siu Fong Tam-leung','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2321,'Landstars 360 Realty Inc.','Richmond Hill','York Region','','','Jimmy Kee-man Lee','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2322,'Leaf And Palm Realty Corp.','Richmond Hill','York Region','realtyave.ca','','Dominic Vincent Spedaliere','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2323,'Linda Y Ko','Richmond Hill','York Region','','','','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2324,'Lorimer Realty Limited','Richmond Hill','York Region','','','Ronald D Abraham','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2325,'Manorlead Group Inc.','Richmond Hill','York Region','manorlead.com','','Ruiqi Xie','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2326,'Maple Leaf Real Estate Inc','Richmond Hill','York Region','telnetmail.ca','','Eun Sun Rho','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2327,'Max Realty Solutions Ltd.','Richmond Hill','York Region','','','Shahin Mirkhan','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2328,'Maxx & Afi Group Realty Ltd.','Richmond Hill','York Region','sellwithus.com','','Afsaneh Asghari','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2329,'Mehome Realty (ontario) Inc.','Richmond Hill','York Region','','','Yong Jiang','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2330,'Mer/ax Realty Inc.','Richmond Hill','York Region','massoud.ca','','Massoud Saradar Ghandchi','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2331,'Mid-land Group Realty Inc.','Richmond Hill','York Region','','','Joseph Cheung-wah Shum','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2332,'National Corp.','Richmond Hill','York Region','','','Iolanda Vagliardo','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2333,'Nu Stream Realty (toronto) Inc.','Richmond Hill','York Region','nustreamtoronto.com','','Walter L.k. Lui','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2334,'Odesa Realty Ltd.','Richmond Hill','York Region','','','Svitlana Mandrus','2023-12-20 17:01:05','2023-12-20 17:01:05'),
(2335,'Ontario Real Estate Services Inc.','Richmond Hill','York Region','','','Lena R. Thorogood','2024-01-31 12:11:50','2023-12-20 17:01:06'),
(2336,'P2 Realty Inc.','Richmond Hill','York Region','p2realty.com','','','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2337,'Paii Realty Inc.','Richmond Hill','York Region','','','Igor Chouminov','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2338,'Peaceland Realty Group Inc.','Richmond Hill','York Region','','','David Young','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2339,'Pensio Realty Corp.','Richmond Hill','York Region','','','Sergiy Przhebelskyy','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2340,'Pine Tree Real Estate Brokerage Inc.','Richmond Hill','York Region','pinetreerealestate.ca','','','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2341,'Portland Realty Corporation Ltd','Richmond Hill','York Region','','','Anthony Samotus','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2342,'Powerland Realty Inc.','Richmond Hill','York Region','','','Ying Wang','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2343,'Prime Group Realty Inc.','Richmond Hill','York Region','','','Peng Jia','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2344,'Prime Realty Brokerage Inc.','Richmond Hill','York Region','','','Yelena Palagnyuk','2024-01-31 12:11:15','2023-12-20 17:01:06'),
(2345,'Property Network Realty Inc.','Richmond Hill','York Region','marielena.ca','','Marielena Navarrete','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2346,'Propervu Realty Corporation','Richmond Hill','York Region','propervu.ca','','Ray Punzalan','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2347,'Rcl Realty Inc.','Richmond Hill','York Region','','','Rose H Lai','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2348,'Re/max Excel Realty Ltd.','Richmond Hill','York Region','','','','2024-01-29 17:32:34','2023-12-20 17:01:06'),
(2349,'Re/max Goldenway Realty Inc','Richmond Hill','York Region','rmgoldenway.com','','Shu Sing S S Ng','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2350,'Re/max Hallmark Realty Limited','Richmond Hill','York Region','remaxhallmark.com','','','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2351,'Re/max Partners Realty Inc. Brokerage','Richmond Hill','York Region','remaxpartners.ca','','Janet H. Yu','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2352,'Re/max Realtron Realty Inc','Richmond Hill','York Region','','','','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2353,'Re/max West Realty Inc','Richmond Hill','York Region','remaxwest.net','','','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2354,'Real Home Realty Inc.','Richmond Hill','York Region','realhome.ca','','Farzam Jalili','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2355,'Real One Realty Inc.','Richmond Hill','York Region','','','Mengnan Gong','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2356,'Real World Realty Inc.','Richmond Hill','York Region','','','Maokun Gong','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2357,'Realinvest Canada Inc.','Richmond Hill','York Region','realinvest.ca','','Silvia P Di Monte','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2358,'Realty 57-dimonte Inc.','Richmond Hill','York Region','dimonte.ca','','Dino Dimonte','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2359,'Rich Home Realty Inc.','Richmond Hill','York Region','','','Jing Hui Ding','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2360,'Royal Choice Realty Inc.','Richmond Hill','York Region','','','Edouard V. Grebennikov','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2361,'Royal Crest Realty Ltd','Richmond Hill','York Region','212.ca','','Angelo Tuzi','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2362,'Royal Team Realty Inc.','Richmond Hill','York Region','royalteamrealty.ca','','Tania Malakveitchouk','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2363,'Salesfax Realty Services Inc.','Richmond Hill','York Region','','','Susan Jane Stephenson','2024-01-31 12:11:50','2023-12-20 17:01:06'),
(2364,'Search Realty Corp.','Richmond Hill','York Region','searchrealty.ca','','','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2365,'Sinclair-cockburn Realty Ltd','Richmond Hill','York Region','scmic.ca','','Robert Andre Blanke','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2366,'Sitelines Realty Inc.','Richmond Hill','York Region','','','Steven G J Babor','2024-01-31 12:11:50','2023-12-20 17:01:06'),
(2367,'Sixroofs Inc.','Richmond Hill','York Region','sixroofs.com','','Peyman Dordizadeh Basirabad','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2368,'Smart Home Realty Inc.','Richmond Hill','York Region','interfinance.ca','','Amar A. Kaushal','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2369,'Soho Realty Corp','Richmond Hill','York Region','','','Farid Louis Chahine','2024-01-31 12:11:50','2023-12-20 17:01:06'),
(2370,'Sotere Demangelos','Richmond Hill','York Region','','','','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2371,'Steven Sun Realty Inc.','Richmond Hill','York Region','','','Yang Sun','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2372,'Stonebank Real Estate Ltd.','Richmond Hill','York Region','stonebank.ca','','Mneesh Mittal','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2373,'Tfn Realty Inc.','Richmond Hill','York Region','tfnrealty.com','','','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2374,'Times Realty Group Inc.','Richmond Hill','York Region','timesrealtygroup.com','','','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2375,'Times Square Real Estate Services Inc.','Richmond Hill','York Region','','','Jeffrey Tzuenkei Fok','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2376,'Times Square Realty Inc','Richmond Hill','York Region','','','Allan Siu Kin Fok','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2377,'T-one Group Realty Inc. Brokerage','Richmond Hill','York Region','t-onegroup.ca','','Zhong Xiang Tong','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2378,'Top Canadian Realty Inc.','Richmond Hill','York Region','','','Ahmad Toulami','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2379,'Union Capital Realty Inc.','Richmond Hill','York Region','unioncapitalrealty.com','','David William Tsaparis','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2380,'United Realty Of Canada Inc.','Richmond Hill','York Region','','','Parviz Javdan','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2381,'Unrealty Inc.','Richmond Hill','York Region','unrealty.ca','','Bhalwant Anthony Deonarain','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2382,'Vip Bay Realty Inc.','Richmond Hill','York Region','vipbayrealty.com','','Yan Kui Kuang','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2383,'Wealth Real Estate Inc.','Richmond Hill','York Region','','','Heidi Ks Lam','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2384,'Westwood Realty Plus Inc.','Richmond Hill','York Region','westwoodrealty.ca','','Abolfazl Gharajeh','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2385,'Your Community Realty Inc.','Richmond Hill','York Region','','','','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2386,'Your Vip Group Realty Inc.','Richmond Hill','York Region','','','Kunlun Shao','2023-12-20 17:01:06','2023-12-20 17:01:06'),
(2387,'Blue Coast Realty Ltd.','Sarnia','Lambton','bluecoastteam.com','','Sean Delano Ryan','2023-12-20 17:04:03','2023-12-20 17:04:03'),
(2388,'Community Real Estate Southwest Inc.','Sarnia','Lambton','exitsarnia.com','','','2023-12-20 17:04:03','2023-12-20 17:04:03'),
(2389,'E. O. Langford Realty Limited','Sarnia','Lambton','rivernet.net','','Edward O Langford','2023-12-20 17:04:03','2023-12-20 17:04:03'),
(2390,'Exp Realty Of Canada Inc','Sarnia','Lambton','exprealty.net','','','2023-12-20 17:04:03','2023-12-20 17:04:03'),
(2391,'Initia Real Estate (ontario) Ltd.','Sarnia','Lambton','liveinitia.ca','','Claire Marie Bruno','2023-12-20 17:04:03','2023-12-20 17:04:03'),
(2392,'Locc Real Estate & Appraisals Inc.','Sarnia','Lambton','on.aibn.com','','Leyea Kridiotis','2023-12-20 17:04:03','2023-12-20 17:04:03'),
(2393,'Lpre Inc.','Sarnia','Lambton','coldwellbanker.ca','','Steve D. Park','2023-12-20 17:04:03','2023-12-20 17:04:03'),
(2394,"'North \""n\"" Lights Inc.'",'Sarnia','Lambton','','','Patricia L. Harkins','2024-01-29 17:32:02','2023-12-20 17:04:03'),
(2395,'Re/max Sarnia Realty Inc','Sarnia','Lambton','','','April Dawn Barnard','2023-12-20 17:04:03','2023-12-20 17:04:03'),
(2396,'Rite At Home Realty Inc.','Sarnia','Lambton','','','Michael Regan O\'neill','2023-12-20 17:04:03','2023-12-20 17:04:03'),
(2397,'Streetcity Realty Inc.','Sarnia','Lambton','','','','2023-12-20 17:04:03','2023-12-20 17:04:03'),
(2398,'Thomas P Ronan','Sarnia','Lambton','','','Thomas P Ronan','2023-12-20 17:04:04','2023-12-20 17:04:04'),
(2399,'Wm R Dennis Real Estate Ltd','Sarnia','Lambton','','','William Richard Dennis','2024-01-29 17:32:02','2023-12-20 17:04:04'),
(2400,'1848726 Ontario Inc.','Sault Ste. Marie','','','','Kristen Ann Trembinski','2023-12-20 17:04:15','2023-12-20 17:04:15'),
(2401,'1927490 Ontario Inc.','Sault Ste. Marie','','greenapplerealty.ca','','Linda Rose Pardy','2023-12-20 17:04:15','2023-12-20 17:04:15'),
(2402,'Butkovich And Associates Co. Ltd.','Sault Ste. Marie','','royallepage.ca','','Gordon A Henderson','2023-12-20 17:04:15','2023-12-20 17:04:15'),
(2403,'Castle Realty (2022) Ltd.','Sault Ste. Marie','','castlerealty.ca','','David A Butkovich','2023-12-20 17:04:15','2023-12-20 17:04:15'),
(2404,'Century 21 Choice Realty Inc.','Sault Ste. Marie','','century21.ca','','James Anthony Caicco','2023-12-20 17:04:15','2023-12-20 17:04:15'),
(2405,'Eric Brauner','Sault Ste. Marie','','','','Eric Brauner','2024-01-31 12:27:23','2023-12-20 17:04:16'),
(2406,'Exp Realty Of Canada Inc','Sault Ste. Marie','','exprealty.net','','','2023-12-20 17:04:16','2023-12-20 17:04:16'),
(2407,'Godfrey Realty Group Inc.','Sault Ste. Marie','','godfreyrealty.com','','Dale M. V. Godfrey','2023-12-20 17:04:16','2023-12-20 17:04:16'),
(2408,'Re/max Sault Ste. Marie Realty Inc.','Sault Ste. Marie','','','','Samanda Doreen Butkovich','2023-12-20 17:04:18','2023-12-20 17:04:18'),
(2409,'Stewart Team Brokerage Corp.','Sault Ste. Marie','','stewartteam.ca','','','2023-12-20 17:04:19','2023-12-20 17:04:19'),
(2410,'Streetcity Realty Inc.','Sault Ste. Marie','','','','','2023-12-20 17:04:19','2023-12-20 17:04:19'),
(2411,'Michael Dennis Moroney','','Algoma','','','Michael Dennis Moroney','2023-12-20 17:04:33','2023-12-20 17:04:33'),
